Brand,Condition,Fuel,KMs Driven,Model,Price,Registered City,Transaction Type,Year
1,0,2,99875,Bolan,5850000,1,1,2008
1,0,2,41245,Every,3850000,1,1,2000
2,1,1,75236,Echo,400000,1,2,2018
2,0,1,45321,Vitz,3850000,1,2,2017
1,1,1,45321,Cultus0VXR,2850000,1,2,2018
10,0,2,140000,Sunny,4850000,1,1,2002
1,0,2,92000,Cultus0VXR,699000,1,1,2010
1,1,1,45321,Swift,300000,1,2,2018
4,0,1,80000,Esse,6850000,1,1,2012
2,1,1,75236,Corolla0Fielder,430000,1,2,2018
1,0,2,98000,Alto,4700000,1,1,2007
1,0,2,45321,Alto,5700000,1,1,2011
3,0,1,110985,City0IDSI,7750000,1,1,2005
3,0,1,45321,Civic0EXi,200000,1,2,2006
4,1,1,124000,Hijet,920000,1,1,2015
2,0,2,45321,Other,165000,1,1,1980
1,1,1,454563,Wagon0R,240000,1,2,2018
1,0,2,80000,Cultus0VXR,635000,1,1,2009
2,0,1,75236,Corolla0XLI,1225000,1,1,2010
1,1,1,45321,Jimny,2393000,1,1,2018
1,1,2,45321,Mehran0VX,200000,1,1,1992
12,0,1,86000,C0Class,15750000,1,1,2007
1,0,2,30000,Cultus0VXL,4850000,1,1,2003
1,0,2,45321,Swift,1850000,1,1,1992
1,1,1,45321,Bolan,200000,1,2,2018
2,1,1,9142,Corolla0GLI,20750000,1,1,2017
2,0,1,75236,Vitz,10500000,1,1,2006
10,0,2,45321,Sunny,2500000,1,1,1985
10,0,2,243950,Sunny,4850000,1,1,1999
1,0,1,70000,Cultus0VXR,85500000,1,1,2013
1,0,1,102000,Alto,440000,1,1,2007
2,0,2,45321,86,310000,1,1,1986
4,0,1,70000,Cuore,4700000,1,1,2007
1,0,2,45321,Bolan,415000,1,1,2007
4,0,2,60000,Cuore,625000,1,1,2009
2,0,1,101200,Aqua,1705000,1,1,2014
12,0,1,80000,C0Class,8850000,1,1,1994
2,1,1,70000,Corolla0GLI,17850000,1,1,2015
2,1,1,46234,Vitz,3850000,1,2,2018
12,1,1,45321,A0Class,1000000,1,2,2018
4,0,1,15061,Other,415000,1,1,2002
2,1,2,58000,Corolla0XLI,11500000,1,1,2009
1,0,2,213789,Alto,3500000,1,1,2004
2,0,1,30000,Corolla02.00D,3500000,1,1,1979
2,0,1,50000,Aqua,2025000,1,1,2015
1,1,2,95000,Alto,520000,1,1,2009
4,0,1,150000,Charade,1850000,1,1,1985
1,0,2,45321,Cultus0VXR,4500000,1,1,2003
3,0,1,150000,Civic0Prosmetic,6500000,2,1,2002
2,0,1,45321,Corrolla0Altis,25700000,1,1,2018
3,0,1,107000,Civic0VTi0Oriel0Prosmatec,11700000,1,1,2009
1,0,2,175000,Alto,399000,1,1,2001
1,0,2,10000,Every,200000,1,2,2016
4,1,2,12345,Charade,315000,1,1,1995
8,0,2,115000,Santro,415000,1,1,2005
1,0,2,34538,Mehran0VXR,5000000,1,1,2013
1,0,2,30000,Bolan,4700000,1,1,2011
6,0,2,45321,Lancer,1500000,1,1,1987
2,0,1,132000,86,12850000,1,1,2013
3,1,4,25000,Vezel,285000000,1,1,2015
1,0,1,45321,FX,750000,1,1,1984
3,1,4,25000,Vezel,285000000,1,1,2015
1,0,1,45321,FX,750000,1,1,1984
1,0,1,41000,Mehran0VXR,6500000,1,1,2014
3,0,1,45321,City0IDSI,640000,1,1,2005
2,0,1,75000,Corolla0XLI,17850000,3,1,2015
1,0,1,24000,Alto,1100000,1,1,2014
2,0,1,45321,Corolla0GLI,13500000,1,1,2010
2,0,1,45321,Corolla0GLI,17500000,1,1,2015
10,1,1,45321,Dayz,13500000,1,1,2017
2,0,1,28000,Vitz,1100000,1,1,2009
2,0,2,76000,Corolla0XLI,9850000,1,1,2009
1,0,2,75236,Cultus0VXR,8500000,1,1,2008
1,0,2,30000,Bolan,2500000,1,1,1988
1,0,1,80000,Cultus0VXR,8500000,1,1,2008
1,0,2,75236,Cultus0VXR,435000,1,1,2010
1,0,1,55000,Alto,6850000,1,1,2011
4,0,1,62850,Esse,7850000,1,1,2010
4,0,2,90000,Cuore,5000000,1,1,2006
4,0,1,16000,Copen,18500000,1,1,2015
2,0,1,63000,Vitz,12700000,1,1,2015
2,0,2,130000,Corolla0GLI,825000,1,1,2007
1,1,1,21000,Alto,12500000,1,1,2014
4,1,2,45321,Charade,165000,1,1,1984
4,1,1,22000,Mira,1120000,1,1,2015
2,0,1,454563,Vitz,725000,1,1,2007
12,0,1,53000,Smart,5850000,3,1,2002
1,0,1,36000,Bolan,625000,1,1,2011
4,0,4,80126,Cuore,8500000,1,1,2010
1,0,4,45321,Alto,4850000,1,1,2007
4,0,2,75236,Charade,210000,1,1,1985
4,0,1,45321,Hijet,8500000,1,1,2012
2,0,1,80000,Corolla0GLI,18500000,1,1,2016
1,0,2,36000,Cultus0VX,4850000,1,1,2006
1,1,1,20000,Carry,2500000,1,1,1982
3,0,1,90000,Vezel,27000000,1,1,2015
3,0,1,194000,Civic0VTi0Oriel0Prosmatec,8500000,1,1,2004
1,1,1,69000,Wagon0R,1000000,1,1,2014
4,0,2,77786,Charade,145000,1,1,1985
1,0,2,75236,Alto,420000,1,1,2008
6,0,1,5663,Pajero0Mini,4850000,1,1,1995
1,0,1,80000,Bolan,7000000,1,1,2015
1,0,2,99999,Margalla,400000,1,1,1998
2,0,1,160000,Crown,7750000,5,1,1992
6,0,2,284445,Lancer,1500000,1,1,1988
4,0,2,75236,Charade,850000,1,1,1982
2,0,2,75236,86,1850000,1,1,1986
4,0,1,199999,Gran,219999,1,1,1998
6,0,2,45321,Lancer0Evolution,850000,1,1,1986
2,0,1,120000,Ractis,85000000,1,1,2007
2,0,1,135000,Corolla0GLI,1300000,1,1,2012
2,0,1,32249,Prado,75000000,1,1,2009
2,0,1,87000,Corolla0XLI,13500000,1,1,2013
4,0,1,45321,Charade,220000,1,1,1984
4,0,1,95000,Mira,8750000,1,1,2009
4,0,2,180000,Cuore,525000,1,1,2008
1,0,2,40000,Carry,2500000,1,1,1982
3,0,1,177529,Civic0EXi,930000,1,1,2004
3,1,1,454563,Civic0VTi0Oriel,30850000,2,1,2018
2,0,1,150000,86,320000,1,1,1986
1,0,2,100500,Bolan,440000,2,1,2007
1,0,1,177000,Jimny,10500000,3,1,2006
2,0,1,67000,Corolla0XLI,12500000,1,1,2010
1,0,2,52000,Mehran0VX,3850000,2,1,2007
1,1,2,120000,Alto,400000,1,1,1992
1,1,1,10000,Cultus0VXL,1300000,2,2,2018
3,0,1,90000,City0IVTEC,14750000,1,1,2013
1,0,2,45321,Baleno,435000,1,1,1999
4,0,2,34538,Atrai0Wagon,130000,1,1,1984
2,0,1,77700,Passo,11850000,1,1,2012
3,0,1,45321,Civic0VTi0Oriel,720000,1,1,2001
1,0,1,14000,Mehran0VXR,410000,1,1,2010
1,0,2,45321,FX,125000,1,1,1988
1,0,1,75236,FX,750000,1,1,2018
1,0,2,75236,Khyber,130000,1,1,1992
1,0,2,45321,Other,540000,1,1,2010
3,0,4,29000,Vezel,2850000,1,1,2014
1,1,1,56000,Alto,6500000,1,1,2010
1,1,2,52500,Cultus0VXR,75500000,1,1,2011
3,0,1,68000,Civic0VTi0Oriel,6500000,1,1,2000
1,1,2,20880,Mehran0VXR,440000,1,1,2011
2,1,1,130000,Passo,1015000,1,1,2011
1,0,2,45321,Khyber,1850000,1,1,1995
10,0,1,454563,Sunny,200000,1,1,1987
2,0,1,111111,Corolla0XE,5000000,1,1,1990
1,0,1,70000,Alto,630000,1,1,2011
3,0,1,170000,Civic0VTi0Oriel,6850000,1,1,2003
4,0,1,75236,Mira,825000,1,1,2008
3,0,2,145000,Accord,122000,1,1,1983
1,0,2,150000,Alto,425000,2,1,2006
12,0,3,130000,S0Class,8750000,1,1,1988
2,0,1,96000,Corrolla0Altis,12500000,1,1,2009
10,0,2,75236,Sunny,1850000,2,1,1988
1,0,2,102000,Alto,8500000,1,1,2011
2,0,2,45321,Other,85000000,1,1,2006
3,1,1,90000,Civic0VTi,12500000,1,1,2008
2,1,1,69000,Belta,1300000,1,1,2010
10,0,2,75236,Sunny,320000,1,2,1986
1,0,2,50000,Mehran0VX,1850000,1,1,1993
4,0,2,75236,Charade,120000,1,1,1986
2,0,1,63000,Prado,51500000,1,1,2008
1,0,2,564000,Khyber,238000,1,1,1994
1,0,2,75236,Mehran0VX,2850000,1,1,2004
2,0,1,150000,Corolla0GLI,715000,1,1,1997
1,0,2,45321,Khyber,1500000,1,1,1989
3,0,2,150000,City0IDSI,520000,1,1,2000
1,0,2,42000,Cultus0VXL,640000,1,1,2007
4,0,1,70000,Cuore,8500000,1,1,2009
2,0,1,190000,Vitz,9850000,1,1,2006
2,0,1,60000,Corolla0GLI,17500000,1,1,2015
2,0,1,65210,Corolla0GLI,185000000,1,1,2016
2,0,1,106554,Passo,830000,1,1,2008
4,0,2,23452,Cuore,4850000,1,1,2005
4,0,1,130000,Cuore,6700000,2,1,2011
1,0,1,45321,Alto,3850000,1,1,2004
1,0,1,45321,Margalla,3500000,1,1,1994
1,0,2,75236,Mehran0VXR,2850000,1,1,2003
1,0,1,125000,Cultus0VXR,725000,1,1,2011
1,0,2,85000,Alto,5850000,1,1,2010
1,0,2,76000,Alto,8500000,1,1,2008
1,0,2,92000,Cultus0VXL,7000000,1,1,2010
1,0,2,138990,Alto,35500000,1,1,2004
10,0,1,59000,Clipper,8500000,1,1,2009
1,0,1,20000,Alto,2850000,1,1,2005
1,0,1,72000,Alto,510000,1,1,2008
4,0,1,53000,Mira,1220000,1,1,2014
3,1,1,26500,N0Box,10850000,2,1,2014
1,0,1,80000,Swift,85000000,1,1,2012
1,0,2,3244,Mehran0VXR,2850000,1,1,2004
4,0,2,45321,Charade,1750000,1,1,1985
2,1,1,84000,Passo,11500000,1,1,2012
4,0,1,33900,Other,10850000,1,1,2017
1,0,1,69766,Cultus0VXR,8850000,1,1,2012
3,1,1,75236,City0IDSI,830000,1,1,2006
10,0,1,74000,Clipper,12750000,2,1,2014
1,0,2,45321,Khyber,1850000,1,1,1989
1,1,4,62000,Cultus0VXR,635000,1,1,2009
4,1,1,165000,Hijet,8850000,1,1,2013
1,0,2,76628,Cultus0VXR,5850000,1,1,2006
4,0,2,45321,Charade,1700000,1,1,1986
4,1,1,160000,Hijet,8500000,1,1,2014
3,0,2,112000,City0Aspire,8500000,1,1,2000
4,0,2,75236,Cuore,430000,1,1,2006
2,0,1,86000,Vitz,1725000,2,1,2015
1,1,2,45321,FX,130000,1,1,1986
3,0,1,167000,Civic0EXi,5700000,1,1,2000
1,0,2,147000,Alto,4700000,1,1,2008
3,0,1,90000,Civic0EXi,3850000,1,1,1995
4,0,2,75236,Charade,2850000,1,1,1988
4,0,3,45321,Charade,850000,2,1,1984
4,0,1,118900,Terios0Kid,11500000,1,1,2009
3,1,1,75236,City0Aspire,2143000,1,1,2018
1,0,1,63000,Margalla,335000,1,1,1998
2,1,3,8000,Land0Cruiser,85000000,1,1,1980
1,1,1,39800,Hustler,12750000,1,1,2015
1,0,2,500000,Alto,3850000,1,1,2004
3,0,2,25000,BR-V,3850000,1,1,2005
2,0,3,299000,Hilux,18500000,1,1,2007
3,1,1,75236,City0Aspire,1933000,1,1,2018
1,0,1,45321,Liana,8500000,1,1,2008
4,0,1,75236,Terios0Kid,840000,2,1,2006
1,0,2,69999,Khyber,120000,1,1,1993
1,0,1,13517,Bolan,725000,1,1,2015
3,0,1,62000,Civic0VTi0Oriel0Prosmatec,13850000,1,1,2011
1,0,2,52536,Khyber,1500000,2,1,1992
1,0,2,11911,Khyber,130000,1,1,1990
1,0,1,40000,Every,5750000,1,1,2004
2,0,1,45321,Vitz,720000,1,1,1999
3,0,2,264930,Civic0EXi,1850000,1,1,1986
1,0,1,78505,Swift,935000,1,1,2011
1,0,1,52000,Margalla,425000,1,1,1998
1,0,2,49000,Alto,415000,1,1,2004
1,0,1,90000,Khyber,330000,1,1,1994
4,0,2,12345,Charade,205000,1,1,1986
3,0,1,75236,City0IDSI,400000,1,1,1998
1,0,2,75236,Margalla,2850000,2,1,1994
1,0,2,12345,Bolan,3850000,1,1,1991
2,1,1,393000,Vitz,15000000,1,1,2014
1,0,2,97000,Alto,5700000,2,1,2009
1,0,1,110000,Liana,520000,1,1,2007
1,1,2,8888,Cultus0VXR,610000,1,1,2008
1,0,2,69000,Alto,75000000,1,1,2012
1,1,1,12000,Mehran0VX,265000,1,1,1994
1,0,1,72000,Alto,410000,1,1,2007
1,0,2,61200,Alto,510000,1,1,2008
1,0,2,75236,Baleno,510000,1,1,2005
10,0,4,75236,Sunny,1850000,1,1,1989
2,0,1,170000,Corolla0GLI,1200000,1,1,2010
1,0,1,73000,Cultus0VXL,8500000,2,1,2008
13,0,2,15000,Cielo,2850000,2,1,1996
4,0,3,98553,Charade,700000,1,1,1984
2,0,1,40000,Prius,35000000,2,1,2016
4,0,2,75236,Charade,230000,1,1,1996
2,0,4,99999,Prius,12500000,1,1,2005
3,0,1,69000,Civic0VTi0Oriel0Prosmatec,13750000,1,1,2011
1,0,2,75500,Cultus0VXR,920000,1,1,2014
3,0,1,161000,Civic0Prosmetic,6500000,2,1,2001
1,0,2,45321,Khyber,1850000,1,1,1997
3,0,1,88000,Life,75000000,1,1,2012
1,0,2,150000,Baleno,5000000,1,1,2005
1,0,1,175000,Margalla,325000,1,1,1994
4,1,1,55000,Hijet,8850000,2,1,2013
1,1,1,98000,Alto,4850000,1,1,2006
1,0,1,28000,Cultus0VXR,10850000,1,1,2016
1,0,1,28000,Cultus0VXR,10850000,1,1,2016
1,1,1,15000,Bolan,4850000,1,2,2017
1,1,2,30000,Cultus0VXR,515000,1,1,2002
1,0,2,75236,Mehran0VXR,3850000,1,1,2012
1,0,2,15155,Bolan,340000,1,1,1997
10,0,2,10000,Sunny,225000,1,1,1985
1,0,2,75236,Khyber,1850000,1,1,1991
6,0,2,298000,Lancer,330000,1,1,1994
2,0,4,54000,Corolla0Axio,2365000,2,1,2014
3,1,1,45321,City0IVTEC,2050000,2,1,2018
1,0,2,125000,Mehran0VX,200000,1,1,1994
1,0,2,45321,Margalla,230000,1,1,1995
1,0,1,75236,Khyber,315000,1,1,1998
2,0,1,90000,86,85000000,1,1,2014
1,1,2,45321,Khyber,2850000,1,1,1995
2,1,1,4900,Alphard04,15750000,2,1,2014
6,0,1,72000,Mirage,1025000,1,1,2012
10,0,1,132000,AD0Van,8500000,1,1,2013
1,0,1,828245,Cultus0VXR,520000,1,1,2004
4,0,1,29700,Mira,12750000,2,1,2015
2,0,1,90000,Corolla0GLI,1100786,1,1,2009
4,1,1,133000,Hijet,820000,2,1,2013
1,0,1,10000,Every,400000,1,1,2004
2,0,2,136000,Platz,610000,1,1,2002
1,1,1,9800,Mehran0VXR,7850000,1,1,2017
1,0,2,123000,Cultus0VXL,4750000,1,1,2004
1,0,1,45321,Cultus0VXR,4500000,1,1,2004
3,0,2,30000,Civic0EXi,5700000,2,1,2001
1,0,2,84000,Mehran0VX,2500000,1,1,1997
1,0,2,75236,Mehran0VXR,200000,2,1,1998
2,1,2,454563,Vitz,75000000,1,1,2004
4,0,2,45321,Cuore,55000000,2,1,2006
3,0,1,87000,Civic0Prosmetic,1245000,1,1,2012
1,0,1,75000,Alto,8500000,1,1,2010
2,0,1,74000,Passo,1125000,1,1,2011
3,0,1,79000,Civic0VTi,14500000,1,1,2011
1,0,2,123456,Margalla,3850000,1,1,1998
1,0,2,75236,Mehran0VX,1500000,1,1,1992
10,0,2,99999,Sunny,1850000,1,1,1986
6,0,2,145000,Galant,300000,1,1,1993
3,0,1,130000,City0IVTEC,100000,1,1,2009
3,0,4,158000,Civic0EXi,7700000,1,1,2005
1,0,1,57000,Mehran0VXR,535000,1,1,2013
1,0,1,40000,Alto,7000000,1,1,2012
1,1,1,23000,Every,8700000,1,1,2011
3,0,1,92000,Other,11700000,1,1,2004
1,0,1,113000,Every0Wagon,730000,1,1,2014
1,0,2,120000,Cultus0VXR,440000,2,1,2002
1,0,1,80000,Cultus0VXR,510000,1,1,2005
1,0,2,32000,Bolan,5850000,1,1,2008
1,0,2,220000,FX,850000,1,1,1985
10,0,1,34538,AD0Van,85000000,1,1,2006
10,0,2,200000,Sunny,130000,1,1,1986
6,0,2,103000,Lancer,1850000,1,1,1992
2,0,1,45321,Starlet,265000,1,1,1986
4,0,1,51000,Mira,1025000,1,1,2014
2,1,1,40000,Corolla0XLI,1920000,1,1,2016
10,0,1,20000,Sunny,325000,2,1,1987
3,0,1,1398525,Civic0EXi,3850000,1,1,1996
1,0,4,45321,Mehran0VX,200000,1,1,1997
3,0,1,135000,Civic0VTi0Oriel0Prosmatec,18500000,1,1,2013
16,0,2,58895,Other,520000,1,1,2010
1,0,2,22000,Bolan,3850000,1,1,2001
3,0,2,135000,City0IDSI,740000,1,1,2004
1,0,2,25000,Cultus0VXR,5850000,1,1,2008
3,1,1,120000,Civic0EXi,6850000,1,1,2000
10,0,1,34538,Clipper,625000,1,1,2011
2,0,1,130000,Corolla0GLI,85000000,1,1,2003
2,0,1,111000,Prius,15000000,3,1,2011
1,0,2,85000,Bolan,520000,1,1,2007
2,1,4,23500,Corolla0Axio,28500000,2,1,2016
3,1,2,688688,Other,200000,1,1,1984
4,1,1,140000,Hijet,7750000,1,1,2011
1,0,2,45321,Cultus0VXR,6850000,1,1,2011
3,0,1,82500,Civic0VTi0Oriel0Prosmatec,13850000,1,1,2011
1,0,1,85000,Cultus0VXL,725000,1,1,2008
13,0,2,123456,Racer,1500000,1,1,1997
1,0,2,99000,Cultus0VXR,445000,1,1,2003
11,1,1,75236,V2,240000,1,2,2018
4,0,1,44000,Mira,10750000,1,1,2017
1,1,1,187,Bolan,830000,1,1,2018
2,1,1,10000,Corolla0XLI,1200000,1,1,2011
11,1,1,75236,Carrier,200000,1,2,2018
4,1,1,45321,Hijet,300000,1,2,2017
1,0,1,145948,Every,640000,1,1,2005
1,0,1,11000,Bolan,725000,1,1,2016
6,0,1,162000,Lancer,835000,1,1,2005
2,0,1,85000,Corolla0GLI,1200000,1,1,2010
4,0,1,29000,Move,12500000,1,1,2014
2,0,1,45321,Corrolla0Altis,85000000,1,1,2006
1,0,2,45321,Khyber,235000,1,1,1990
1,0,1,76000,Liana,6850000,1,1,2009
1,0,1,69000,Liana,6850000,1,1,2009
3,0,1,45321,Civic0EXi,6700000,1,1,2002
3,0,1,26500,Civic0EXi,200000,1,2,2000
1,0,2,45321,Swift,1850000,1,1,1988
4,0,1,75236,Cuore,2850000,1,1,1992
1,0,2,65000,Cultus0VXR,630000,1,1,2009
4,1,1,75000,Mira,6500000,1,1,2007
2,0,1,196000,Vitz,930000,1,1,2006
3,0,2,200000,Accord,2850000,1,1,1988
10,1,1,45321,Dayz,12750000,2,1,2017
1,1,1,454563,Mehran0VXR,200000,1,2,2018
4,1,1,45321,Move,13850000,2,1,2017
4,0,2,103000,Cuore,5850000,1,1,2008
2,0,1,139000,Premio,1210000,1,1,2004
1,0,2,115000,Alto,4850000,1,1,2009
11,1,1,75236,X-PV,200000,1,2,2018
2,1,1,14488,Corolla0GLI,2020000,1,1,2016
2,0,1,90000,Prado,50000000,1,1,2004
1,0,1,70000,Mehran0VX,1700000,2,2,2012
1,0,1,60000,Cultus0VXR,545000,1,1,2007
1,0,2,146000,Alto,45500000,1,1,2007
3,0,1,45321,Civic04,500000,3,2,2012
1,0,2,83000,Cultus0VXR,4850000,1,1,2000
2,0,1,5485,Corolla0GLI,300000,9,2,2017
3,0,4,16000,Vezel,3200000,1,1,2015
4,0,2,152525,Charade,1850000,1,1,1985
2,1,1,56000,Passo,1530000,3,1,2015
2,0,1,124850,Corolla0XLI,10850000,1,1,2010
1,0,4,80000,Mehran0VX,510000,2,1,2012
2,1,1,45321,Vitz,2500000,2,2,2018
3,0,1,6700,Other,2850000,3,2,2010
3,0,1,150000,City0IDSI,10500000,3,1,2006
4,1,1,7300,Mira,12850000,2,1,2015
2,0,1,110000,Prius,1400000,1,1,2011
2,0,1,12500,Corrolla0Altis,240000,1,2,2012
2,0,1,250000,Corolla0GLI,122000,3,1,2009
1,0,1,60000,Bolan,1500000,5,2,2012
2,0,1,55000,Passo,1400000,3,1,2014
1,1,1,45321,Alto,2700000,2,2,2018
1,0,1,105420,Carry,230000,5,1,1981
1,1,1,14600,Mehran0VXR,930000,3,1,2018
2,0,1,112700,Corolla0XLI,1330000,2,1,2013
2,1,1,45321,Vitz,2500000,2,2,2018
3,0,1,6700,Other,2850000,3,2,2010
3,0,1,150000,City0IDSI,10500000,3,1,2006
4,1,1,7300,Mira,12850000,2,1,2015
2,0,3,786786,Corolla02.00D,835000,13,1,2006
1,0,1,2547,Cultus0VXR,2500000,16,2,2018
2,0,3,518467,Corolla02.00D,2500000,9,2,2010
1,0,1,45321,Kei,1500000,2,1,1982
2,1,1,79000,Prado,28500000,3,1,1999
2,0,1,82101,Corolla0GLI,13700000,1,1,2012
2,0,1,112700,Corolla0XLI,1330000,2,1,2013
2,1,1,45321,Vitz,2500000,2,2,2018
3,0,1,6700,Other,2850000,3,2,2010
3,0,1,150000,City0IDSI,10500000,3,1,2006
4,1,1,7300,Mira,12850000,2,1,2015
2,0,3,786786,Corolla02.00D,835000,13,1,2006
1,0,1,2547,Cultus0VXR,2500000,16,2,2018
2,0,3,518467,Corolla02.00D,2500000,9,2,2010
1,0,1,45321,Kei,1500000,2,1,1982
2,1,1,79000,Prado,28500000,3,1,1999
4,1,1,7900,Mira,13700000,2,1,2017
3,0,1,45321,Civic0VTi0Oriel,735000,3,1,2003
4,0,1,12345,Charade,310000,2,1,1994
1,1,1,68000,Every,910000,12,1,2013
1,0,1,93000,Cultus0VXR,8850000,1,1,2013
1,0,1,75236,Mehran0VX,5850000,2,1,2012
2,0,1,72000,Corolla0XLI,1610000,2,1,2014
3,1,1,12345,Civic0EXi,55000000,1,1,1998
1,0,2,11111,Bolan,5850000,1,1,2013
3,0,1,126000,Civic0VTi,8850000,2,1,2003
2,0,1,78000,Corolla0GLI,13850000,2,1,2012
3,0,1,32000,City0IVTEC,17750000,3,1,2016
1,0,1,850000,Cultus0VXL,8700000,2,1,2014
2,0,2,45321,Corolla0GLI,1400000,2,1,2012
1,0,1,68000,Mehran0VXR,4850000,3,1,2013
1,0,1,98000,Bolan,4850000,2,2,2016
3,0,2,128000,Civic0EXi,365000,1,1,1996
12,0,3,140000,C0Class,18500000,2,1,2003
1,0,2,505500,Other,3500000,1,1,1982
2,1,1,38000,Corolla0GLI,14750000,1,1,2010
2,0,1,350000,Corrolla0Altis,815000,2,1,2003
1,0,2,20005,Mehran0VXR,320000,1,1,2005
1,0,2,148000,Alto,6850000,1,1,2012
2,0,1,333333,Corolla0XLI,8700000,2,1,2006
3,0,1,250000,Civic0Prosmetic,8500000,2,1,2005
1,0,2,720520,Cultus0VXR,464000,2,1,2007
2,1,1,34250,Aqua,20500000,2,1,2015
1,0,2,65000,Cultus0VXR,687000,2,1,2008
4,1,1,28000,Hijet,9850000,2,1,2018
1,1,1,91200,Every,745000,2,1,2014
1,0,1,250000,Baleno,6500000,2,1,2004
1,0,2,147258,Swift,125000,2,1,1990
1,0,4,50000,Cultus0VXR,525000,1,1,2007
1,0,2,83000,Margalla,300000,2,1,1990
1,0,2,9999,Khyber,2850000,1,1,1999
1,0,1,97000,Cultus0VXR,735000,2,1,2009
1,0,1,88000,Cultus0VXR,55000000,1,1,2007
2,0,1,52000,Passo,13500000,1,1,2014
3,0,1,45321,Other,420000,2,1,1995
1,0,1,35000,Cultus0VXR,965000,1,1,2015
4,0,1,50000,Cuore,52000,2,1,2005
4,1,1,4807,Mira,13850000,2,1,2017
1,0,2,114000,Cultus0VXR,55000000,1,1,2008
2,1,1,75236,Corrolla0Altis,1410000,2,1,2018
2,0,1,12568,Prado,2200000,3,1,1997
1,0,1,52345,Alto,3850000,3,1,2006
2,1,1,64000,Vitz,13700000,2,1,2016
1,0,2,64000,Alto,6700000,1,1,2012
1,1,1,5600,Wagon0R,12850000,2,1,2018
12,0,1,109000,C0Class,13850000,1,1,2002
1,0,1,20000,Mehran0VXR,810000,2,1,2017
2,0,1,145000,Belta,1185000,2,1,2007
1,1,2,105317,Alto,5000000,3,1,2003
1,0,1,153000,Swift,8850000,3,1,2011
1,0,2,152431,Baleno,3850000,1,1,1999
1,0,1,52345,Alto,3850000,3,1,2006
2,1,1,64000,Vitz,13700000,2,1,2016
1,0,2,64000,Alto,6700000,1,1,2012
1,1,1,5600,Wagon0R,12850000,2,1,2018
12,0,1,109000,C0Class,13850000,1,1,2002
1,0,1,20000,Mehran0VXR,810000,2,1,2017
2,0,1,145000,Belta,11850000,2,1,2007
1,1,2,105317,Alto,5000000,3,1,2003
1,0,1,69000,Cultus0VXL,7500000,1,1,2009
1,0,1,45321,Mehran0VXR,4700000,3,1,2005
1,0,1,85000,Mehran0VXR,4500000,2,1,2008
1,0,2,45321,Mehran0VX,55000000,3,1,2010
1,0,1,57400,Mehran0VX,8500000,2,1,2013
3,1,1,19000,City0IVTEC,1850000,3,1,2017
1,0,1,123456,Mehran0VX,525000,5,1,2013
1,0,2,151000,Cultus0VXR,5700000,2,1,2006
4,0,1,94000,Cuore,8500000,2,1,2008
1,1,2,105317,Alto,5000000,3,1,2003
1,0,1,69000,Cultus0VXL,75000000,1,1,2009
1,0,1,45321,Mehran0VXR,4700000,3,1,2005
1,0,1,85000,Mehran0VXR,4500000,2,1,2008
1,0,2,45321,Mehran0VX,55000000,3,1,2010
1,0,1,57400,Mehran0VX,8500000,2,1,2013
3,1,1,19000,City0IVTEC,1850000,3,1,2017
1,0,2,151000,Cultus0VXR,5700000,2,1,2006
1,0,1,123456,Mehran0VX,525000,5,1,2013
4,0,1,94000,Cuore,8500000,2,1,2008
3,0,1,127000,Civic0Prosmetic,835000,1,1,2005
2,0,1,70000,Vitz,11500000,2,1,2009
1,0,1,75236,Swift,915000,2,1,2012
2,0,4,107000,Aqua,1530000,3,1,2012
1,0,1,74000,Baleno,6850000,2,1,2005
2,1,1,76000,Hiace,2625000,2,1,2014
4,0,1,90000,Sonica,75000000,2,1,2007
4,0,1,34538,Charade,2750000,2,1,1984
1,1,1,45321,Khyber,340000,2,1,1999
3,0,4,75000,Fit,1265000,2,1,2011
4,0,1,90000,Sonica,75000000,2,1,2007
4,0,1,34538,Charade,2750000,2,1,1984
1,1,1,45321,Khyber,340000,2,1,1999
3,0,4,75000,Fit,1265000,2,1,2011
4,0,1,123567,Cuore,4850000,1,1,2005
1,0,2,45321,Mehran0VX,850000,1,1,1991
1,0,1,65000,Hustler,6700000,3,2,2014
1,0,2,60000,Mehran0VX,2850000,1,1,2007
8,0,2,34700,Santro,3850000,2,1,2002
1,1,1,81000,Cultus0VXR,1000000,3,1,2015
1,0,1,58890,Khyber,2850000,2,1,1997
2,0,1,31000,Vitz,18500000,1,1,2015
1,0,1,82000,Cultus0VXL,55000000,1,1,2006
2,0,1,110000,Vitz,85000000,1,1,2005
1,0,1,15000,Mehran0VX,75000000,3,1,2018
3,1,1,75000,Civic0VTi0Oriel0Prosmatec,18500000,3,1,2013
2,0,1,95000,Corolla0XLI,10850000,2,1,2009
2,1,1,95000,Corolla0XLI,1530000,2,1,2013
1,1,1,199000,Baleno,4850000,2,1,2001
2,0,4,132000,Prius,1910000,3,1,2011
3,0,1,45321,Civic0Prosmetic,1725000,2,1,2012
1,0,1,45000,Cultus0VXR,920000,1,1,2014
1,0,2,250000,Alto,4850000,3,1,2005
10,0,2,45321,Sunny,850000,1,1,1984
1,0,1,293000,Khyber,210000,2,1,1990
2,0,1,68000,Vitz,12850000,2,1,2011
1,1,2,13900,Mehran0VX,530000,2,1,2011
1,0,2,75236,Cultus0VX,3750000,2,1,2003
